,Locality,Type of Property,Sub Type,Price,No of Rooms,Area
217,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
218,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
219,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
220,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
221,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
222,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
223,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
224,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
225,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
226,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
227,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
228,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
229,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
230,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
231,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
232,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
233,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
234,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
235,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
236,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
237,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
238,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
239,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
240,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
241,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
242,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
243,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
244,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
245,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
246,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
247,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
248,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
249,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
250,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
251,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
252,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
253,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
254,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
255,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
256,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
257,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
258,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
259,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
260,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
261,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
262,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
263,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
264,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
265,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
266,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
267,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
268,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
269,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
270,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
271,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
272,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
273,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
274,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
275,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
276,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
277,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
278,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
279,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
280,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
281,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
282,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
283,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
284,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
285,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
286,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
287,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
288,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
289,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
290,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
291,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
292,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
293,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
294,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
295,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
296,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
297,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
298,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
299,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
300,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
301,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
302,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
303,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
304,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
305,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
306,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
307,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
308,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
309,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
310,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
311,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
312,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
313,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
314,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
315,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
316,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
317,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
318,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
319,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
320,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
321,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
322,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
323,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
324,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
325,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
326,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
327,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
328,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
329,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
330,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
331,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
332,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
333,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
334,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
335,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
336,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
337,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
338,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
339,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
340,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
341,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
342,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
343,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
344,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
345,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
346,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
347,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
348,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
349,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
350,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
351,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
352,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
353,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
354,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
355,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
356,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
357,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
358,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
359,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
360,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
361,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
362,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
363,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
364,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
365,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
366,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
367,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
368,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
369,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
370,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
371,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
372,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
373,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
374,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
375,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
376,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
377,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
378,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
379,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
380,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
381,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
382,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
383,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
384,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
385,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
386,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
387,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
388,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
389,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
390,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
391,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
392,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
393,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
394,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
395,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
396,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
397,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
398,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
399,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
400,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
401,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
402,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
403,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
404,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
405,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
406,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
407,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
408,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
409,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
410,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
411,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
412,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
413,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
414,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
415,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
416,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
417,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
418,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
419,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
420,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
421,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
422,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
423,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
424,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
425,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
426,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
427,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
428,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
429,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
430,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
431,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
432,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
433,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
434,"Huis, Kopen | België, Antwerpen, Antwerpen-Centrum",Huis,Historische pand,"12,500,000",5,"20.343,79 sqft"
